,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-05-20 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,2.56,3.0,17.28
2024-10-23 20:00:00-04:00,1.24,1.59,28.51
2024-07-24 20:00:00-04:00,3.48,4.52,29.94
2024-05-22 20:00:00-04:00,2.89,4.95,71.46
2024-01-31 19:00:00-05:00,11.48,15.11,31.66
2023-10-25 20:00:00-04:00,4.43,6.82,53.82
2023-07-26 20:00:00-04:00,2.22,2.41,8.38
2023-05-24 20:00:00-04:00,2.67,3.46,29.55
