,EPS Estimate,Reported EPS,Surprise(%)
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-24 19:00:00-05:00,1.37,nan,nan
2024-11-06 19:00:00-05:00,1.2,1.45,21.04
2024-08-05 20:00:00-04:00,1.02,1.2,17.3
2024-05-05 20:00:00-04:00,0.94,1.15,21.73
2024-02-26 19:00:00-05:00,0.85,1.12,31.31
2023-11-06 19:00:00-05:00,0.76,1.02,34.83
2023-08-07 20:00:00-04:00,0.62,1.11,78.82
2023-05-08 20:00:00-04:00,0.54,0.88,64.46
2023-02-27 19:00:00-05:00,0.51,0.7,37.5
