,EPS Estimate,Reported EPS,Surprise(%)
2025-11-17 19:00:00-05:00,nan,nan,nan
2025-08-18 20:00:00-04:00,nan,nan,nan
2025-05-19 20:00:00-04:00,nan,nan,nan
2025-02-25 19:00:00-05:00,nan,nan,nan
2024-11-19 19:00:00-05:00,1.09,1.14,4.3
2024-08-20 20:00:00-04:00,0.92,0.96,4.23
2024-05-21 20:00:00-04:00,0.87,0.93,6.9
2024-02-27 19:00:00-05:00,1.12,1.22,8.89
2023-11-14 19:00:00-05:00,0.99,1.03,4.07
2023-08-15 20:00:00-04:00,0.77,0.85,10.94
2023-05-16 20:00:00-04:00,0.71,0.76,6.53
2023-02-21 19:00:00-05:00,0.89,0.89,0.03
