,EPS Estimate,Reported EPS,Surprise(%)
2026-02-10 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-12 19:00:00-05:00,0.72,0.74,3.06
2024-11-05 19:00:00-05:00,0.65,0.71,8.41
2024-07-29 20:00:00-04:00,0.6,0.67,11.5
2024-05-01 20:00:00-04:00,0.52,0.57,9.96
2024-02-12 19:00:00-05:00,0.47,0.53,13.85
2023-11-01 20:00:00-04:00,0.43,0.46,7.16
2023-07-31 20:00:00-04:00,0.43,0.44,1.82
2023-05-01 20:00:00-04:00,0.38,0.42,11.79
