,EPS Estimate,Reported EPS,Surprise(%)
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,0.72,nan,nan
2024-10-30 20:00:00-04:00,1.1,1.15,4.69
2024-07-31 20:00:00-04:00,0.64,0.34,-46.97
2024-05-01 20:00:00-04:00,0.62,0.62,0.16
2024-02-14 19:00:00-05:00,0.55,0.48,-12.77
2023-11-01 20:00:00-04:00,0.93,1.02,9.95
2023-08-02 20:00:00-04:00,0.57,0.64,11.44
2023-05-03 20:00:00-04:00,0.73,0.65,-10.55
2023-03-06 19:00:00-05:00,0.47,0.43,-7.87
