,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,2.85,2.86,0.42
2024-11-06 19:00:00-05:00,3.48,3.56,2.26
2024-07-31 20:00:00-04:00,3.03,3.2,5.49
2024-04-29 20:00:00-04:00,2.69,2.85,5.77
2024-02-04 19:00:00-05:00,3.0,2.82,-6.15
2023-11-06 19:00:00-05:00,3.12,3.15,1.05
2023-08-02 20:00:00-04:00,2.91,2.98,2.33
2023-05-08 20:00:00-04:00,2.65,2.74,3.59
