,EPS Estimate,Reported EPS,Surprise(%)
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-03-18 20:00:00-04:00,3.1,nan,nan
2025-03-03 19:00:00-05:00,3.1,nan,nan
2025-02-18 19:00:00-05:00,3.1,nan,nan
2025-01-28 19:00:00-05:00,3.58,4.08,13.9
2024-12-12 19:00:00-05:00,3.67,3.59,-2.18
2024-11-14 19:00:00-05:00,3.67,3.59,-2.18
2024-11-04 19:00:00-05:00,3.67,3.59,-2.18
2024-10-14 20:00:00-04:00,3.67,3.59,-2.3
2024-07-15 20:00:00-04:00,2.02,2.65,31.5
