,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,4.05,4.15,2.44
2024-10-22 20:00:00-04:00,3.47,3.35,-3.59
2024-07-23 20:00:00-04:00,3.27,3.26,-0.21
2024-04-23 20:00:00-04:00,2.93,2.88,-1.81
2024-01-23 19:00:00-05:00,3.68,3.64,-1.03
2023-10-24 20:00:00-04:00,2.91,3.04,4.33
2023-07-25 20:00:00-04:00,2.56,2.7,5.3
2023-04-25 20:00:00-04:00,2.59,2.64,1.89
