,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,11.71,12.41,5.99
2024-11-06 19:00:00-05:00,10.01,10.21,2.03
2024-07-31 20:00:00-04:00,9.03,9.65,6.81
2024-05-08 20:00:00-04:00,7.64,8.89,16.31
2024-02-07 19:00:00-05:00,10.1,9.4,-6.97
2023-11-08 19:00:00-05:00,9.74,9.8,0.58
2023-07-26 20:00:00-04:00,9.97,10.19,2.21
2023-05-03 20:00:00-04:00,8.6,8.69,1.03
