,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-02-10 19:00:00-05:00,0.87,0.89,1.83
2024-10-28 20:00:00-04:00,1.08,1.08,-0.35
2024-07-24 20:00:00-04:00,1.18,1.2,1.75
2024-04-23 20:00:00-04:00,0.88,0.93,5.12
2024-02-07 19:00:00-05:00,0.66,0.83,26.42
2023-10-25 20:00:00-04:00,0.91,1.0,9.6
2023-07-26 20:00:00-04:00,0.96,1.19,23.98
2023-04-25 20:00:00-04:00,0.63,0.87,38.15
