,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.07,0.64,841.18
2024-10-23 20:00:00-04:00,0.98,1.14,16.05
2024-07-24 20:00:00-04:00,2.6,2.71,4.39
2024-04-24 20:00:00-04:00,3.24,3.82,17.81
2024-01-24 19:00:00-05:00,2.96,3.55,20.09
2023-10-25 20:00:00-04:00,7.47,7.49,0.23
2023-07-26 20:00:00-04:00,5.08,5.4,6.39
2023-04-26 20:00:00-04:00,7.23,8.27,14.34
