,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,3.87,4.01,3.56
2024-10-28 20:00:00-04:00,2.77,2.87,3.55
2024-07-29 20:00:00-04:00,2.79,2.81,0.74
2024-04-29 20:00:00-04:00,2.35,2.5,6.17
2024-01-29 19:00:00-05:00,3.27,3.46,5.86
2023-11-01 20:00:00-04:00,2.43,2.46,1.03
2023-08-02 20:00:00-04:00,2.38,2.54,6.86
2023-04-30 20:00:00-04:00,2.0,2.14,6.85
