,EPS Estimate,Reported EPS,Surprise(%)
2026-01-28 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-23 20:00:00-04:00,nan,nan,nan
2025-01-30 19:00:00-05:00,-0.23,-0.15,36.17
2024-10-28 20:00:00-04:00,1.66,2.04,23.11
2024-07-29 20:00:00-04:00,1.98,2.31,16.66
2024-04-25 20:00:00-04:00,2.17,1.9,-12.52
2024-01-30 19:00:00-05:00,2.35,3.09,31.77
2023-10-26 20:00:00-04:00,4.76,4.63,-2.68
2023-08-01 20:00:00-04:00,3.56,3.87,8.76
2023-05-02 20:00:00-04:00,3.56,4.21,18.41
