,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,2.08,2.2,5.92
2024-10-23 20:00:00-04:00,2.29,2.27,-1.07
2024-07-24 20:00:00-04:00,2.21,2.36,6.75
2024-04-24 20:00:00-04:00,1.87,1.95,4.51
2024-01-31 19:00:00-05:00,2.42,2.45,1.24
2023-10-23 20:00:00-04:00,2.32,2.35,1.09
2023-07-24 20:00:00-04:00,2.2,2.05,-6.96
2023-04-25 20:00:00-04:00,1.92,1.94,0.91
