,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,0.93,1.19,28.51
2024-11-05 19:00:00-05:00,1.51,1.09,-27.68
2024-08-06 20:00:00-04:00,1.73,1.83,5.73
2024-04-30 20:00:00-04:00,1.69,1.31,-22.67
2024-02-06 19:00:00-05:00,1.99,2.12,6.5
2023-10-31 20:00:00-04:00,2.13,2.21,3.54
2023-08-01 20:00:00-04:00,2.11,2.21,4.85
2023-05-02 20:00:00-04:00,2.09,2.2,5.32
