,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,4.68,5.14,9.74
2024-11-04 19:00:00-05:00,4.8,5.86,22.03
2024-07-31 20:00:00-04:00,4.81,5.26,9.42
2024-05-01 20:00:00-04:00,5.13,5.1,-0.55
2024-02-05 19:00:00-05:00,4.48,3.97,-11.44
2023-11-01 20:00:00-04:00,4.68,4.59,-2.03
2023-08-02 20:00:00-04:00,5.29,5.05,-4.55
2023-05-01 20:00:00-04:00,4.75,5.55,16.92
