,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.46,0.44,-3.3
2024-10-23 20:00:00-04:00,2.24,2.24,0.15
2024-07-24 20:00:00-04:00,3.93,3.93,0.11
2024-04-24 20:00:00-04:00,1.72,1.83,6.6
2024-01-31 19:00:00-05:00,2.22,2.28,2.76
2023-10-25 20:00:00-04:00,2.29,2.33,1.64
2023-07-26 20:00:00-04:00,3.92,3.83,-2.22
2023-04-26 20:00:00-04:00,1.71,1.65,-3.69
