,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,-3.0,-5.9,-96.8
2025-01-22 19:00:00-05:00,nan,nan,nan
2024-10-22 20:00:00-04:00,-10.52,-10.44,0.77
2024-07-30 20:00:00-04:00,-1.97,-2.9,-47.09
2024-04-23 20:00:00-04:00,-1.76,-1.13,35.9
2024-01-30 19:00:00-05:00,-0.78,-0.47,39.78
2023-10-24 20:00:00-04:00,-2.96,-3.26,-10.17
2023-07-25 20:00:00-04:00,-0.88,-0.82,6.71
