,EPS Estimate,Reported EPS,Surprise(%)
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-05 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,2.74,nan,nan
2024-11-06 19:00:00-05:00,2.7,3.12,15.6
2024-08-07 20:00:00-04:00,2.26,2.45,8.46
2024-05-08 20:00:00-04:00,2.32,2.46,6.18
2024-02-14 19:00:00-05:00,2.5,2.75,10.01
2023-11-01 20:00:00-04:00,2.56,2.73,6.62
2023-08-02 20:00:00-04:00,2.34,2.64,12.91
2023-05-04 20:00:00-04:00,2.34,2.47,5.51
2023-02-15 19:00:00-05:00,2.68,2.93,9.4
