,EPS Estimate,Reported EPS,Surprise(%)
2025-11-18 19:00:00-05:00,nan,nan,nan
2025-08-19 20:00:00-04:00,nan,nan,nan
2025-05-20 20:00:00-04:00,nan,nan,nan
2025-02-24 19:00:00-05:00,nan,nan,nan
2024-11-20 19:00:00-05:00,2.35,2.5,6.29
2024-08-21 20:00:00-04:00,1.85,1.99,7.86
2024-05-22 20:00:00-04:00,9.37,9.88,5.48
2024-02-21 19:00:00-05:00,2.3,2.63,14.36
2023-11-27 19:00:00-05:00,1.98,2.47,24.84
2023-08-23 20:00:00-04:00,1.44,1.65,14.95
2023-05-22 20:00:00-04:00,8.48,8.92,5.18
2023-02-22 19:00:00-05:00,1.44,2.2,52.9
