,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-09 19:00:00-05:00,1.56,1.43,-8.22
2024-10-28 20:00:00-04:00,1.07,1.07,-0.27
2024-07-29 20:00:00-04:00,-1.55,-1.82,-17.04
2024-04-29 20:00:00-04:00,0.84,0.64,-24.03
2024-02-12 19:00:00-05:00,1.16,1.06,-8.38
2023-10-30 20:00:00-04:00,1.02,1.1,7.44
2023-07-31 20:00:00-04:00,0.83,0.99,19.81
2023-05-01 20:00:00-04:00,0.76,0.37,-51.02
