,EPS Estimate,Reported EPS,Surprise(%)
2025-02-06 19:00:00-05:00,0.18,0.23,27.78
2024-10-30 20:00:00-04:00,0.17,0.19,12.59
2024-07-31 20:00:00-04:00,0.16,0.17,8.51
2024-05-01 20:00:00-04:00,0.18,-0.03,-117.05
2024-02-07 19:00:00-05:00,0.16,0.22,41.29
2023-10-25 20:00:00-04:00,0.16,0.19,18.75
2023-07-26 20:00:00-04:00,0.17,0.16,-6.8
2023-04-26 20:00:00-04:00,0.2,0.46,127.16
2023-02-08 19:00:00-05:00,0.16,-0.09,-154.78
2022-10-26 20:00:00-04:00,0.16,0.08,-51.15
2022-07-27 20:00:00-04:00,0.15,-0.21,-241.35
2022-04-27 20:00:00-04:00,0.15,0.37,150.85
