,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-12 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,1.75,2.0,14.16
2024-11-06 19:00:00-05:00,0.95,1.02,7.18
2024-08-14 20:00:00-04:00,0.88,0.92,4.94
2024-05-08 20:00:00-04:00,0.67,0.81,20.7
2024-02-07 19:00:00-05:00,1.46,1.63,11.65
2023-11-08 19:00:00-05:00,0.9,0.93,3.21
2023-08-16 20:00:00-04:00,0.97,0.95,-1.61
2023-05-10 20:00:00-04:00,0.59,0.78,32.16
