,EPS Estimate,Reported EPS,Surprise(%)
2026-01-06 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-30 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,3.93,3.97,1.12
2024-10-30 20:00:00-04:00,3.89,3.94,1.22
2024-08-01 20:00:00-04:00,3.78,3.85,1.76
2024-05-01 20:00:00-04:00,3.68,3.75,2.03
2024-02-05 19:00:00-05:00,3.49,3.59,2.87
2023-10-25 20:00:00-04:00,3.57,3.63,1.65
2023-07-26 20:00:00-04:00,3.48,3.57,2.72
2023-04-26 20:00:00-04:00,3.13,3.42,9.18
