,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-02 19:00:00-05:00,0.05,0.01,-79.17
2024-10-23 20:00:00-04:00,0.07,0.12,77.78
2024-07-24 20:00:00-04:00,0.09,0.21,133.33
2024-04-24 20:00:00-04:00,0.07,0.01,-86.49
2024-02-20 19:00:00-05:00,0.05,0.05,-7.41
2023-10-29 20:00:00-04:00,0.05,0.05,-4.25
2023-08-02 20:00:00-04:00,0.05,0.05,nan
2023-05-03 20:00:00-04:00,0.04,0.04,-9.69
