,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,3.12,3.14,0.58
2024-10-22 20:00:00-04:00,3.06,3.49,14.17
2024-07-23 20:00:00-04:00,2.91,2.97,2.15
2024-04-21 20:00:00-04:00,2.79,2.78,-0.3
2024-02-06 19:00:00-05:00,2.73,2.8,2.53
2023-10-24 20:00:00-04:00,2.65,2.71,2.23
2023-07-25 20:00:00-04:00,2.57,2.61,1.39
2023-05-02 20:00:00-04:00,2.47,2.53,2.49
