,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-01-27 19:00:00-05:00,1.52,1.5,-0.99
2024-10-21 20:00:00-04:00,1.7,1.83,7.34
2024-07-22 20:00:00-04:00,1.71,1.96,14.5
2024-04-22 20:00:00-04:00,1.63,2.01,23.05
2024-01-23 19:00:00-05:00,1.54,1.51,-1.68
2023-10-23 20:00:00-04:00,1.59,1.74,9.55
2023-07-24 20:00:00-04:00,1.48,1.65,11.31
2023-04-24 20:00:00-04:00,1.32,1.67,26.44
