,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-29 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,0.56,0.58,3.76
2024-10-31 20:00:00-04:00,0.93,0.98,5.74
2024-07-31 20:00:00-04:00,0.56,0.65,15.07
2024-05-01 20:00:00-04:00,0.55,0.55,0.46
2024-02-21 19:00:00-05:00,0.38,0.29,-23.35
2023-11-02 20:00:00-04:00,0.76,0.77,0.96
2023-08-03 20:00:00-04:00,0.47,0.53,12.39
2023-05-04 20:00:00-04:00,0.97,0.99,1.85
