,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-12 20:00:00-04:00,nan,nan,nan
2025-07-13 20:00:00-04:00,nan,nan,nan
2025-04-13 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,2.37,2.41,1.86
2024-10-14 20:00:00-04:00,2.02,2.03,0.58
2024-07-15 20:00:00-04:00,1.93,1.95,1.2
2024-04-15 20:00:00-04:00,1.55,1.67,7.45
2024-02-05 19:00:00-05:00,2.16,2.2,1.84
2023-10-16 20:00:00-04:00,1.84,1.86,0.99
2023-07-17 20:00:00-04:00,1.8,1.81,0.53
2023-04-17 20:00:00-04:00,1.39,1.56,12.57
