,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,3.7,3.82,3.38
2024-10-30 20:00:00-04:00,3.74,3.89,3.99
2024-07-30 20:00:00-04:00,3.51,3.59,2.16
2024-04-30 20:00:00-04:00,3.24,3.31,2.27
2024-01-30 19:00:00-05:00,3.08,3.18,3.13
2023-10-25 20:00:00-04:00,3.21,3.39,5.66
2023-07-26 20:00:00-04:00,2.82,2.89,2.3
2023-04-26 20:00:00-04:00,2.72,2.8,3.1
