,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-10 19:00:00-05:00,3.48,3.77,8.36
2024-10-23 20:00:00-04:00,3.64,3.89,6.78
2024-07-29 20:00:00-04:00,3.65,4.04,10.7
2024-04-24 20:00:00-04:00,3.66,4.01,9.43
2024-02-07 19:00:00-05:00,3.15,3.13,-0.53
2023-11-01 20:00:00-04:00,3.05,3.21,5.41
2023-07-26 20:00:00-04:00,3.14,3.12,-0.54
2023-04-26 20:00:00-04:00,2.91,3.15,8.07
