,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,0.75,0.76,1.33
2024-10-23 20:00:00-04:00,0.69,0.74,6.58
2024-07-24 20:00:00-04:00,0.64,0.69,7.4
2024-04-24 20:00:00-04:00,0.65,0.63,-3.65
2024-01-30 19:00:00-05:00,0.71,0.72,1.64
2023-10-17 20:00:00-04:00,0.68,0.71,3.95
2023-07-18 20:00:00-04:00,0.66,0.71,7.19
2023-04-18 20:00:00-04:00,0.66,0.69,4.86
