,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,1.48,1.76,19.32
2024-10-29 20:00:00-04:00,1.77,2.14,20.95
2024-07-30 20:00:00-04:00,2.48,2.62,5.53
2024-04-24 20:00:00-04:00,1.67,3.16,89.0
2024-01-30 19:00:00-05:00,1.44,1.63,13.02
2023-10-24 20:00:00-04:00,1.12,1.64,46.58
2023-07-25 20:00:00-04:00,0.5,0.65,29.54
2023-04-25 20:00:00-04:00,1.06,1.13,6.75
