,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-14 20:00:00-04:00,nan,nan,nan
2025-07-15 20:00:00-04:00,nan,nan,nan
2025-04-15 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,4.81,4.82,0.21
2024-10-16 20:00:00-04:00,4.59,4.7,2.48
2024-07-17 20:00:00-04:00,4.94,5.07,2.63
2024-04-17 20:00:00-04:00,4.64,4.75,2.32
2024-02-07 19:00:00-05:00,4.66,4.75,1.86
2023-10-18 20:00:00-04:00,4.44,4.51,1.64
2023-07-19 20:00:00-04:00,4.58,4.89,6.85
2023-04-19 20:00:00-04:00,4.15,4.6,10.93
