,EPS Estimate,Reported EPS,Surprise(%)
2025-11-02 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-23 19:00:00-05:00,3.57,nan,nan
2024-11-03 19:00:00-05:00,3.98,3.38,-15.14
2024-08-04 20:00:00-04:00,4.51,4.52,0.12
2024-04-29 20:00:00-04:00,4.42,4.5,1.74
2024-02-19 19:00:00-05:00,4.66,4.74,1.66
2023-11-05 19:00:00-05:00,5.01,5.49,9.53
2023-07-30 20:00:00-04:00,3.9,3.68,-5.65
2023-04-30 20:00:00-04:00,4.33,4.1,-5.31
2023-02-20 19:00:00-05:00,5.22,5.29,1.39
