,EPS Estimate,Reported EPS,Surprise(%)
2026-02-08 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-09 19:00:00-05:00,2.83,2.83,-0.14
2024-10-28 20:00:00-04:00,3.2,3.23,0.85
2024-07-28 20:00:00-04:00,3.07,2.97,-3.28
2024-04-29 20:00:00-04:00,2.72,2.7,-0.6
2024-02-04 19:00:00-05:00,2.82,2.95,4.49
2023-10-29 20:00:00-04:00,3.0,3.19,6.23
2023-07-26 20:00:00-04:00,2.79,3.17,13.78
2023-04-24 20:00:00-04:00,2.33,2.63,12.8
