,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-06 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,0.56,0.57,1.97
2024-10-28 20:00:00-04:00,0.52,0.54,2.92
2024-07-29 20:00:00-04:00,0.46,0.47,1.57
2024-04-29 20:00:00-04:00,0.35,0.38,7.84
2024-01-29 19:00:00-05:00,0.39,0.39,-1.04
2023-10-23 20:00:00-04:00,0.47,0.45,-3.85
2023-07-24 20:00:00-04:00,0.46,0.45,-1.28
2023-04-24 20:00:00-04:00,0.39,0.41,5.31
