,EPS Estimate,Reported EPS,Surprise(%)
2025-12-09 19:00:00-05:00,nan,nan,nan
2025-09-23 20:00:00-04:00,nan,nan,nan
2025-05-27 20:00:00-04:00,nan,nan,nan
2025-03-05 19:00:00-05:00,nan,nan,nan
2024-12-11 19:00:00-05:00,3.79,4.04,6.59
2024-11-05 19:00:00-05:00,5.08,nan,nan
2024-10-08 20:00:00-04:00,5.08,nan,nan
2024-09-04 20:00:00-04:00,5.08,5.29,4.08
2024-05-29 20:00:00-04:00,3.7,3.78,2.1
2024-03-06 19:00:00-05:00,3.62,3.92,8.24
2023-12-13 19:00:00-05:00,3.42,3.58,4.69
2023-09-25 20:00:00-04:00,4.79,4.86,1.47
