,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,1.85,1.95,5.29
2024-10-23 20:00:00-04:00,2.89,2.9,0.39
2024-07-24 20:00:00-04:00,2.75,3.0,8.99
2024-04-24 20:00:00-04:00,1.68,1.86,10.88
2024-02-07 19:00:00-05:00,1.86,1.96,5.57
2023-10-25 20:00:00-04:00,2.65,2.72,2.56
2023-07-26 20:00:00-04:00,2.65,2.76,4.25
2023-04-26 20:00:00-04:00,1.3,1.75,34.84
