,EPS Estimate,Reported EPS,Surprise(%)
2025-11-09 19:00:00-05:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-26 19:00:00-05:00,nan,nan,nan
2024-11-11 19:00:00-05:00,0.54,0.34,-37.14
2024-08-05 20:00:00-04:00,0.66,0.54,-18.47
2024-04-30 20:00:00-04:00,0.66,0.65,-1.52
2024-02-20 19:00:00-05:00,0.86,0.71,-17.75
2023-11-06 19:00:00-05:00,0.75,0.68,-9.65
2023-07-31 20:00:00-04:00,1.12,1.04,-7.13
2023-05-02 20:00:00-04:00,1.29,1.14,-11.5
2023-02-21 19:00:00-05:00,2.26,1.74,-22.94
