,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-05-04 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,7.99,8.03,0.46
2024-11-05 19:00:00-05:00,6.88,7.07,2.79
2024-08-06 20:00:00-04:00,7.21,7.88,9.32
2024-05-06 20:00:00-04:00,6.34,6.18,-2.59
2024-02-06 19:00:00-05:00,7.05,7.74,9.82
2023-10-31 20:00:00-04:00,6.15,6.23,1.33
2023-08-01 20:00:00-04:00,5.87,7.27,23.94
2023-05-07 20:00:00-04:00,7.17,7.19,0.22
