,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,0.59,0.64,8.29
2024-10-29 20:00:00-04:00,0.67,0.71,6.4
2024-07-31 20:00:00-04:00,0.4,0.47,18.01
2024-05-01 20:00:00-04:00,0.7,0.68,-2.4
2024-02-20 19:00:00-05:00,0.58,0.6,3.16
2023-11-01 20:00:00-04:00,0.67,0.67,0.73
2023-08-01 20:00:00-04:00,0.41,0.41,1.14
2023-05-02 20:00:00-04:00,0.66,0.7,6.13
