,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,0.88,0.91,3.76
2024-10-22 20:00:00-04:00,0.8,0.86,6.88
2024-07-30 20:00:00-04:00,7.58,8.14,7.42
2024-04-23 20:00:00-04:00,7.3,7.79,6.66
2024-01-23 19:00:00-05:00,7.1,7.52,5.85
2023-10-17 20:00:00-04:00,6.12,6.85,11.84
2023-07-25 20:00:00-04:00,5.07,5.98,17.95
2023-04-18 20:00:00-04:00,6.54,6.99,6.81
