,EPS Estimate,Reported EPS,Surprise(%)
2026-02-01 19:00:00-05:00,nan,nan,nan
2025-10-30 20:00:00-04:00,nan,nan,nan
2025-08-19 20:00:00-04:00,nan,nan,nan
2025-04-30 20:00:00-04:00,nan,nan,nan
2025-02-03 19:00:00-05:00,0.32,0.62,93.75
2024-10-30 20:00:00-04:00,0.09,0.14,48.07
2024-08-18 20:00:00-04:00,0.27,0.64,140.6
2024-04-30 20:00:00-04:00,0.49,0.97,99.93
2024-02-04 19:00:00-05:00,0.55,0.88,60.01
2023-10-31 20:00:00-04:00,-0.2,0.11,154.73
2023-08-17 20:00:00-04:00,-0.04,0.07,300.0
2023-05-02 20:00:00-04:00,0.51,0.47,-7.11
