,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-29 20:00:00-04:00,nan,nan,nan
2025-08-11 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,1.76,1.93,9.72
2024-10-31 20:00:00-04:00,1.62,1.88,16.28
2024-08-13 20:00:00-04:00,1.74,1.84,5.66
2024-05-01 20:00:00-04:00,1.95,2.08,6.6
2024-01-31 19:00:00-05:00,1.6,1.82,13.77
2023-11-02 20:00:00-04:00,1.4,1.73,23.17
2023-08-14 20:00:00-04:00,1.49,1.55,3.68
2023-05-03 20:00:00-04:00,1.49,1.74,16.99
