,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-08-03 20:00:00-04:00,nan,nan,nan
2025-05-05 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,0.5,3.21,543.29
2024-10-30 20:00:00-04:00,0.41,1.2,191.24
2024-08-05 20:00:00-04:00,0.31,0.47,51.39
2024-05-07 20:00:00-04:00,0.23,-0.31,-235.41
2024-02-06 19:00:00-05:00,0.17,0.66,292.32
2023-11-06 19:00:00-05:00,0.12,0.1,-17.86
2023-07-31 20:00:00-04:00,-0.01,0.18,1929.27
2023-05-01 20:00:00-04:00,-0.09,-0.08,7.67
