,EPS Estimate,Reported EPS,Surprise(%)
2026-01-21 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-22 19:00:00-05:00,2.02,2.26,12.05
2024-10-22 20:00:00-04:00,1.74,1.97,13.0
2024-07-16 20:00:00-04:00,1.91,1.78,-6.57
2024-04-15 20:00:00-04:00,1.44,1.69,16.99
2024-01-17 19:00:00-05:00,1.21,1.46,20.6
2023-10-17 20:00:00-04:00,1.5,1.49,-0.42
2023-07-18 20:00:00-04:00,1.62,1.56,-3.5
2023-04-24 20:00:00-04:00,1.52,1.51,-0.45
