,EPS Estimate,Reported EPS,Surprise(%)
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-05 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-19 19:00:00-05:00,1.53,nan,nan
2024-11-06 19:00:00-05:00,1.59,1.59,0.09
2024-08-07 20:00:00-04:00,1.53,1.58,3.1
2024-05-08 20:00:00-04:00,1.6,1.64,2.2
2024-02-12 19:00:00-05:00,1.6,1.69,5.88
2023-11-06 19:00:00-05:00,1.5,1.63,8.9
2023-08-07 20:00:00-04:00,1.41,1.49,5.99
2023-05-08 20:00:00-04:00,1.32,1.4,6.05
2023-02-13 19:00:00-05:00,1.27,1.37,7.61
