,EPS Estimate,Reported EPS,Surprise(%)
2026-02-16 19:00:00-05:00,nan,nan,nan
2025-12-08 19:00:00-05:00,nan,nan,nan
2025-08-18 20:00:00-04:00,nan,nan,nan
2025-05-18 20:00:00-04:00,nan,nan,nan
2025-02-18 19:00:00-05:00,2.09,2.06,-1.25
2024-12-10 19:00:00-05:00,2.59,2.78,7.29
2024-08-20 20:00:00-04:00,2.33,2.41,3.26
2024-05-19 20:00:00-04:00,2.32,2.34,1.08
2024-02-20 19:00:00-05:00,2.04,2.21,8.49
2023-12-12 19:00:00-05:00,2.39,2.46,2.72
2023-08-20 20:00:00-04:00,2.32,2.35,1.39
2023-05-21 20:00:00-04:00,2.11,2.26,7.12
