,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,2.03,2.13,4.72
2024-10-23 20:00:00-04:00,2.27,2.26,-0.5
2024-07-24 20:00:00-04:00,2.24,2.26,0.92
2024-04-24 20:00:00-04:00,3.41,3.49,2.35
2024-01-24 19:00:00-05:00,1.85,1.85,0.1
2023-10-25 20:00:00-04:00,1.95,2.0,2.65
2023-07-26 20:00:00-04:00,1.86,1.9,2.05
2023-04-26 20:00:00-04:00,2.99,3.14,4.89
