,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-05 19:00:00-05:00,3.98,4.09,2.87
2024-10-29 20:00:00-04:00,3.97,4.06,2.27
2024-07-31 20:00:00-04:00,3.07,3.17,3.36
2024-04-30 20:00:00-04:00,2.66,2.81,5.63
2024-02-06 19:00:00-05:00,2.85,2.88,1.17
2023-10-29 20:00:00-04:00,3.07,3.08,0.27
2023-07-30 20:00:00-04:00,2.8,2.82,0.73
2023-05-03 20:00:00-04:00,2.96,3.0,1.4
