,EPS Estimate,Reported EPS,Surprise(%)
2025-11-04 19:00:00-05:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-02-26 19:00:00-05:00,0.04,nan,nan
2024-11-06 19:00:00-05:00,-0.09,0.05,158.31
2024-08-06 20:00:00-04:00,-0.22,-0.36,-60.31
2024-05-08 20:00:00-04:00,-0.24,-0.4,-67.63
2024-02-22 19:00:00-05:00,-0.07,-0.16,-129.75
2023-11-07 19:00:00-05:00,-0.06,-0.17,-193.46
2023-08-02 20:00:00-04:00,-0.38,-0.49,-28.33
2023-05-04 20:00:00-04:00,0.01,-0.44,-7095.23
2023-02-22 19:00:00-05:00,-0.21,-0.86,-319.16
