,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-08-04 20:00:00-04:00,nan,nan,nan
2025-05-05 20:00:00-04:00,nan,nan,nan
2025-02-11 19:00:00-05:00,0.48,0.49,1.87
2024-10-29 20:00:00-04:00,0.16,0.2,26.65
2024-08-06 20:00:00-04:00,0.17,0.21,27.27
2024-05-07 20:00:00-04:00,0.83,0.85,2.87
2024-02-20 19:00:00-05:00,0.54,0.53,-2.47
2023-10-31 20:00:00-04:00,0.16,0.19,20.35
2023-08-01 20:00:00-04:00,0.11,0.11,4.14
2023-05-02 20:00:00-04:00,0.75,0.77,2.43
