,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-11-03 19:00:00-05:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,0.31,0.32,2.24
2024-11-05 19:00:00-05:00,-0.3,-0.49,-64.4
2024-07-30 20:00:00-04:00,1.73,1.83,6.09
2024-04-30 20:00:00-04:00,0.84,0.89,5.75
2024-01-30 19:00:00-05:00,0.06,0.15,157.16
2023-11-07 19:00:00-05:00,-0.23,-0.23,1.41
2023-08-02 20:00:00-04:00,1.58,1.6,0.96
2023-05-02 20:00:00-04:00,0.93,1.16,24.46
