,EPS Estimate,Reported EPS,Surprise(%)
2026-02-02 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-28 20:00:00-04:00,nan,nan,nan
2025-02-04 19:00:00-05:00,2.1,2.08,-0.76
2024-10-29 20:00:00-04:00,2.17,1.95,-10.1
2024-07-30 20:00:00-04:00,2.1,2.28,8.41
2024-04-30 20:00:00-04:00,1.82,1.83,0.81
2024-01-30 19:00:00-05:00,1.89,1.93,2.13
2023-10-31 20:00:00-04:00,1.94,1.95,0.64
2023-08-01 20:00:00-04:00,1.87,1.94,3.85
2023-05-02 20:00:00-04:00,1.83,1.52,-16.91
