,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-27 20:00:00-04:00,nan,nan,nan
2025-07-29 20:00:00-04:00,nan,nan,nan
2025-05-06 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.55,0.56,1.63
2024-10-29 20:00:00-04:00,0.54,0.54,nan
2024-07-31 20:00:00-04:00,0.53,0.53,0.61
2024-05-08 20:00:00-04:00,0.52,0.53,2.32
2024-01-31 19:00:00-05:00,0.5,0.49,-1.57
2023-11-06 19:00:00-05:00,0.47,0.47,-0.21
2023-08-02 20:00:00-04:00,0.46,0.47,2.17
2023-05-10 20:00:00-04:00,0.44,0.46,5.34
