,EPS Estimate,Reported EPS,Surprise(%)
2025-12-02 19:00:00-05:00,nan,nan,nan
2025-09-01 20:00:00-04:00,nan,nan,nan
2025-06-01 20:00:00-04:00,nan,nan,nan
2025-03-05 19:00:00-05:00,nan,nan,nan
2024-12-04 19:00:00-05:00,0.56,0.58,3.96
2024-09-03 20:00:00-04:00,0.47,0.5,6.86
2024-06-03 20:00:00-04:00,0.39,0.42,7.99
2024-02-28 19:00:00-05:00,0.45,0.48,6.41
2023-11-27 19:00:00-05:00,0.5,0.52,3.01
2023-08-28 20:00:00-04:00,0.47,0.49,5.19
2023-05-29 20:00:00-04:00,0.48,0.52,7.33
2023-03-01 19:00:00-05:00,0.54,0.63,17.58
