,EPS Estimate,Reported EPS,Surprise(%)
2026-02-10 19:00:00-05:00,nan,nan,nan
2025-10-28 20:00:00-04:00,nan,nan,nan
2025-07-28 20:00:00-04:00,nan,nan,nan
2025-04-29 20:00:00-04:00,nan,nan,nan
2025-02-12 19:00:00-05:00,0.84,0.84,-0.36
2024-10-30 20:00:00-04:00,0.81,0.84,3.26
2024-07-30 20:00:00-04:00,0.78,0.83,6.13
2024-05-01 20:00:00-04:00,0.69,0.78,12.98
2024-02-14 19:00:00-05:00,0.77,0.86,11.7
2023-10-31 20:00:00-04:00,0.69,0.77,12.02
2023-08-01 20:00:00-04:00,0.6,0.68,13.59
2023-05-02 20:00:00-04:00,0.52,0.65,24.25
