,EPS Estimate,Reported EPS,Surprise(%)
2026-01-25 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-20 20:00:00-04:00,nan,nan,nan
2025-01-26 19:00:00-05:00,0.65,1.22,86.83
2024-10-20 20:00:00-04:00,1.47,1.49,1.22
2024-07-21 20:00:00-04:00,2.35,2.68,14.24
2024-04-21 20:00:00-04:00,3.66,3.46,-5.34
2024-01-28 19:00:00-05:00,2.9,3.16,9.11
2023-10-22 20:00:00-04:00,4.25,4.57,7.61
2023-07-23 20:00:00-04:00,5.53,5.81,5.12
2023-04-19 20:00:00-04:00,3.81,4.45,16.82
