,EPS Estimate,Reported EPS,Surprise(%)
2026-01-26 19:00:00-05:00,nan,nan,nan
2025-10-20 20:00:00-04:00,nan,nan,nan
2025-07-21 20:00:00-04:00,nan,nan,nan
2025-04-14 20:00:00-04:00,nan,nan,nan
2025-01-28 19:00:00-05:00,0.58,0.54,-6.9
2024-10-22 20:00:00-04:00,0.53,0.44,-17.63
2024-07-23 20:00:00-04:00,0.56,0.55,-2.39
2024-04-16 20:00:00-04:00,0.62,0.75,21.42
2024-01-23 19:00:00-05:00,0.61,0.57,-6.97
2023-10-17 20:00:00-04:00,0.54,0.55,1.31
2023-07-18 20:00:00-04:00,0.43,0.46,6.01
2023-04-18 20:00:00-04:00,0.2,0.28,40.94
