,EPS Estimate,Reported EPS,Surprise(%)
2026-01-20 19:00:00-05:00,nan,nan,nan
2025-10-19 20:00:00-04:00,nan,nan,nan
2025-07-20 20:00:00-04:00,nan,nan,nan
2025-04-21 20:00:00-04:00,nan,nan,nan
2025-01-22 19:00:00-05:00,1.04,1.32,26.68
2024-10-21 20:00:00-04:00,1.14,1.15,1.21
2024-07-22 20:00:00-04:00,0.99,1.2,21.78
2024-04-22 20:00:00-04:00,0.66,0.82,25.11
2024-01-22 19:00:00-05:00,0.91,1.03,13.44
2023-10-23 20:00:00-04:00,0.56,0.82,46.36
2023-07-24 20:00:00-04:00,0.46,0.68,46.87
2023-04-24 20:00:00-04:00,0.14,0.27,97.53
