,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,0.07,0.11,59.42
2024-10-23 20:00:00-04:00,0.01,0.05,541.03
2024-07-24 20:00:00-04:00,0.21,0.21,-0.05
2024-04-24 20:00:00-04:00,0.15,0.16,7.38
2024-01-24 19:00:00-05:00,0.17,0.16,-4.84
2023-10-25 20:00:00-04:00,0.34,0.33,-1.82
2023-07-26 20:00:00-04:00,0.21,0.32,53.43
2023-04-26 20:00:00-04:00,0.11,0.21,83.86
