,EPS Estimate,Reported EPS,Surprise(%)
2025-12-09 19:00:00-05:00,nan,nan,nan
2025-09-02 20:00:00-04:00,nan,nan,nan
2025-06-09 20:00:00-04:00,nan,nan,nan
2025-03-05 19:00:00-05:00,nan,nan,nan
2024-12-11 19:00:00-05:00,1.38,1.42,2.79
2024-09-04 20:00:00-04:00,1.2,1.24,3.11
2024-06-11 20:00:00-04:00,10.84,10.96,1.07
2024-03-06 19:00:00-05:00,10.29,10.99,6.78
2023-12-06 19:00:00-05:00,10.98,11.06,0.71
2023-08-30 20:00:00-04:00,10.42,10.54,1.12
2023-05-31 20:00:00-04:00,10.08,10.32,2.36
2023-03-01 19:00:00-05:00,10.1,10.33,2.26
