,EPS Estimate,Reported EPS,Surprise(%)
2025-10-26 20:00:00-04:00,nan,nan,nan
2025-07-27 20:00:00-04:00,nan,nan,nan
2025-04-27 20:00:00-04:00,nan,nan,nan
2025-02-24 19:00:00-05:00,0.04,nan,nan
2024-10-28 20:00:00-04:00,0.12,-0.04,-132.88
2024-07-29 20:00:00-04:00,0.12,-0.02,-116.07
2024-04-29 20:00:00-04:00,-0.07,-0.73,-975.11
2024-02-19 19:00:00-05:00,-0.04,-0.34,-773.81
2023-10-30 20:00:00-04:00,0.29,0.34,19.13
2023-07-31 20:00:00-04:00,0.33,-0.09,-127.21
2023-05-01 20:00:00-04:00,-0.01,-0.63,-9947.85
2023-02-20 19:00:00-05:00,-0.17,-0.7,-312.86
